student_id,first_name,last_name,gender,grade,section,branch,date_of_birth
ST03733,Samrawit,Kebede,F,Grade 8,C,Akaki Campus,2017-11-22
ST03734,Genet,Tesfaye,F,Grade 2,C,Alem Bank Campus,2016-01-17
ST03735,Samrawit,Girma,F,Grade 1,B,Alem Bank Campus,2013-10-04
ST03736,Genet,Mekonnen,F,Grade 12,A,Alem Bank Campus,2013-04-24
ST03737,Meron,Solomon,F,Grade 4,C,Nefas Silk Campus,2017-08-18
ST03738,Samuel,Desta,M,Grade 5,C,Nefas Silk Campus,2015-06-10
ST03739,Yared,Fikre,M,Grade 9,C,Alem Bank Campus,2007-10-31
ST03740,Ruth,Girma,F,Grade 6,C,Nefas Silk Campus,2010-11-21
ST03741,Hana,Fekadu,F,Grade 2,B,Akaki Campus,2017-07-22
ST03742,Samuel,Alemu,M,Grade 9,B,Alem Bank Campus,2013-01-17
ST03743,Liya,Tesfaye,F,Grade 11,C,Nefas Silk Campus,2007-09-23
ST03744,Tewodros,Abebe,M,Grade 3,A,Alem Bank Campus,2008-03-15
ST03745,Tigist,Mekonnen,F,Grade 12,C,Akaki Campus,2015-02-17
ST03746,Tewodros,Bekele,M,Grade 5,B,Alem Bank Campus,2010-09-27
ST03747,Selam,Kassa,F,Grade 8,A,Akaki Campus,2008-04-14
ST03748,Saba,Mekonnen,F,Grade 2,B,Nefas Silk Campus,2008-11-28
ST03749,Elias,Tesema,M,Grade 1,B,Nefas Silk Campus,2010-07-19
ST03750,Nahom,Fikre,M,Grade 11,B,Nefas Silk Campus,2013-03-23
ST03751,Solomon,Desta,M,Grade 7,A,Akaki Campus,2015-08-20
ST03752,Abel,Tsegaye,M,Grade 2,C,Alem Bank Campus,2014-07-11
ST03753,Tigist,Worku,F,Grade 10,A,Akaki Campus,2015-01-03
ST03754,Yared,Bekele,M,Grade 3,C,Nefas Silk Campus,2007-08-22
ST03755,Saba,Tesfaye,F,Grade 12,C,Akaki Campus,2016-11-15
ST03756,Abel,Kassa,M,Grade 6,C,Akaki Campus,2009-12-03
ST03757,Yared,Bekele,M,Grade 7,A,Akaki Campus,2013-11-25
ST03758,Yosef,Tesfaye,M,Grade 4,C,Nefas Silk Campus,2017-07-28
ST03759,Selam,Bekele,F,Grade 8,A,Akaki Campus,2009-05-20
ST03760,Dawit,Kassa,M,Grade 8,B,Alem Bank Campus,2012-02-10
ST03761,Meron,Yohannes,F,Grade 4,B,Alem Bank Campus,2011-08-20
ST03762,Kidus,Tesfaye,M,Grade 10,B,Alem Bank Campus,2016-04-03
ST03763,Liya,Kebede,F,Grade 1,C,Akaki Campus,2009-02-12
ST03764,Yared,Tadesse,M,Grade 9,B,Nefas Silk Campus,2016-09-27
ST03765,Saba,Tadesse,F,Grade 2,C,Akaki Campus,2016-05-02
ST03766,Hana,Abebe,F,Grade 2,B,Alem Bank Campus,2010-09-13
ST03767,Yonatan,Yohannes,M,Grade 6,A,Akaki Campus,2016-05-12
ST03768,Yosef,Getachew,M,Grade 12,B,Nefas Silk Campus,2013-09-25
ST03769,Ruth,Girma,F,Grade 12,C,Akaki Campus,2015-11-21
ST03770,Samuel,Mekonnen,M,Grade 2,B,Akaki Campus,2017-05-09
ST03771,Yosef,Tesema,M,Grade 9,A,Nefas Silk Campus,2011-03-18
ST03772,Samrawit,Fikre,F,Grade 6,C,Akaki Campus,2009-04-16
ST03773,Liya,Bekele,F,Grade 8,C,Nefas Silk Campus,2013-04-05
ST03774,Mahlet,Getachew,F,Grade 6,B,Alem Bank Campus,2011-11-21
ST03775,Biruk,Mekonnen,M,Grade 9,A,Alem Bank Campus,2014-09-02
ST03776,Filmon,Bekele,M,Grade 12,A,Akaki Campus,2010-11-14
ST03777,Elias,Yohannes,M,Grade 10,C,Alem Bank Campus,2007-02-04
ST03778,Filmon,Mekonnen,M,Grade 10,B,Akaki Campus,2011-03-21
ST03779,Yared,Mekonnen,M,Grade 9,A,Alem Bank Campus,2015-02-19
ST03780,Hiwot,Girma,F,Grade 4,C,Alem Bank Campus,2011-11-08
ST03781,Robel,Desta,M,Grade 10,A,Alem Bank Campus,2011-02-03
ST03782,Betelhem,Yohannes,F,Grade 2,C,Akaki Campus,2014-12-28
ST03783,Yonatan,Kassa,M,Grade 6,C,Nefas Silk Campus,2017-04-02
ST03784,Yared,Mekonnen,M,Grade 10,B,Alem Bank Campus,2010-12-30
ST03785,Saron,Fikre,F,Grade 10,C,Alem Bank Campus,2014-05-02
ST03786,Selam,Tadesse,F,Grade 2,B,Akaki Campus,2015-03-17
ST03787,Mekdes,Kassa,F,Grade 11,B,Nefas Silk Campus,2012-11-20
ST03788,Liya,Girma,F,Grade 10,A,Akaki Campus,2010-09-15
ST03789,Genet,Tadesse,F,Grade 8,B,Nefas Silk Campus,2010-05-26
ST03790,Liya,Fikre,F,Grade 11,B,Akaki Campus,2008-06-04
ST03791,Nahom,Tesfaye,M,Grade 2,A,Nefas Silk Campus,2009-12-21
ST03792,Yonatan,Desta,M,Grade 5,C,Nefas Silk Campus,2012-03-10
ST03793,Tigist,Tesfaye,F,Grade 12,A,Nefas Silk Campus,2012-10-01
ST03794,Liya,Tesema,F,Grade 7,A,Alem Bank Campus,2014-09-16
ST03795,Fikirte,Bekele,F,Grade 9,B,Alem Bank Campus,2016-02-25
ST03796,Kaleb,Getachew,M,Grade 9,B,Akaki Campus,2012-11-12
ST03797,Bethlehem,Kassa,F,Grade 10,C,Nefas Silk Campus,2013-11-23
ST03798,Daniel,Worku,M,Grade 11,B,Alem Bank Campus,2012-05-29
ST03799,Mahlet,Tsegaye,F,Grade 9,B,Nefas Silk Campus,2017-06-17
ST03800,Eden,Worku,F,Grade 11,C,Akaki Campus,2008-07-10
ST03801,Samrawit,Getachew,F,Grade 7,A,Alem Bank Campus,2010-03-03
ST03802,Samuel,Getachew,M,Grade 11,C,Nefas Silk Campus,2011-07-30
ST03803,Genet,Alemu,F,Grade 5,C,Nefas Silk Campus,2016-10-08
ST03804,Betelhem,Bekele,F,Grade 8,C,Nefas Silk Campus,2011-04-12
ST03805,Meron,Tsegaye,F,Grade 9,A,Alem Bank Campus,2015-03-06
ST03806,Saron,Desta,F,Grade 10,A,Nefas Silk Campus,2015-08-05
ST03807,Natnael,Desta,M,Grade 12,B,Akaki Campus,2008-08-22
ST03808,Rediet,Yohannes,F,Grade 7,A,Nefas Silk Campus,2012-08-11
ST03809,Tewodros,Tsegaye,M,Grade 2,B,Nefas Silk Campus,2015-10-16
ST03810,Kaleb,Tadesse,M,Grade 3,B,Alem Bank Campus,2015-10-15
ST03811,Henok,Tesfaye,M,Grade 12,B,Nefas Silk Campus,2011-09-14
ST03812,Almaz,Fikre,F,Grade 11,A,Nefas Silk Campus,2015-08-25
ST03813,Rediet,Fikre,F,Grade 4,C,Akaki Campus,2015-10-07
ST03814,Daniel,Desta,M,Grade 9,B,Alem Bank Campus,2007-07-20
ST03815,Kidus,Tsegaye,M,Grade 6,A,Alem Bank Campus,2017-06-02
ST03816,Dawit,Tesfaye,M,Grade 8,C,Alem Bank Campus,2010-05-15
ST03817,Solomon,Kebede,M,Grade 4,A,Nefas Silk Campus,2011-10-03
ST03818,Tewodros,Tsegaye,M,Grade 8,C,Alem Bank Campus,2016-09-24
ST03819,Almaz,Solomon,F,Grade 10,A,Akaki Campus,2011-05-20
ST03820,Samrawit,Tesema,F,Grade 11,B,Nefas Silk Campus,2013-10-08
ST03821,Genet,Alemu,F,Grade 2,B,Nefas Silk Campus,2014-11-23
ST03822,Yonatan,Fekadu,M,Grade 4,A,Nefas Silk Campus,2009-02-07
ST03823,Selam,Tesema,F,Grade 8,A,Alem Bank Campus,2008-12-08
ST03824,Daniel,Getachew,M,Grade 9,C,Nefas Silk Campus,2016-01-01
ST03825,Rahel,Hailu,F,Grade 5,C,Alem Bank Campus,2008-06-20
ST03826,Betelhem,Yohannes,F,Grade 9,A,Akaki Campus,2008-03-24
ST03827,Fikirte,Solomon,F,Grade 4,A,Alem Bank Campus,2013-08-03
ST03828,Rediet,Fekadu,F,Grade 11,B,Nefas Silk Campus,2017-10-11
ST03829,Abel,Hailu,M,Grade 4,C,Alem Bank Campus,2010-04-08
ST03830,Mahlet,Kassa,F,Grade 5,C,Akaki Campus,2011-11-27
ST03831,Yosef,Getachew,M,Grade 11,B,Alem Bank Campus,2007-05-09
ST03832,Eden,Getachew,F,Grade 4,A,Akaki Campus,2012-07-20
ST03833,Henok,Tadesse,M,Grade 2,B,Nefas Silk Campus,2017-06-27
ST03834,Kidus,Fikre,M,Grade 9,A,Alem Bank Campus,2008-03-08
ST03835,Kaleb,Mekonnen,M,Grade 9,B,Alem Bank Campus,2007-02-02
ST03836,Dawit,Fikre,M,Grade 2,C,Nefas Silk Campus,2014-05-10
ST03837,Elias,Kebede,M,Grade 5,A,Nefas Silk Campus,2017-06-21
ST03838,Filmon,Tsegaye,M,Grade 1,C,Akaki Campus,2016-10-06
ST03839,Samuel,Hailu,M,Grade 1,C,Nefas Silk Campus,2016-02-28
ST03840,Hana,Girma,F,Grade 4,A,Akaki Campus,2008-06-17
ST03841,Biniam,Solomon,M,Grade 7,B,Akaki Campus,2016-12-24
ST03842,Liya,Abebe,F,Grade 6,B,Akaki Campus,2011-03-15
ST03843,Tewodros,Mekonnen,M,Grade 7,A,Alem Bank Campus,2014-03-28
ST03844,Yared,Tesema,M,Grade 2,C,Akaki Campus,2012-07-22
ST03845,Kaleb,Bekele,M,Grade 6,B,Akaki Campus,2017-09-20
ST03846,Samuel,Yohannes,M,Grade 10,C,Nefas Silk Campus,2007-10-18
ST03847,Saron,Girma,F,Grade 10,C,Akaki Campus,2014-03-08
ST03848,Nahom,Solomon,M,Grade 1,A,Alem Bank Campus,2008-11-07
ST03849,Hana,Nigatu,F,Grade 4,C,Akaki Campus,2012-12-27
ST03850,Filmon,Getachew,M,Grade 12,A,Akaki Campus,2014-01-23
ST03851,Biniam,Nigatu,M,Grade 10,A,Akaki Campus,2017-03-21
ST03852,Saba,Tsegaye,F,Grade 2,A,Akaki Campus,2010-05-20
ST03853,Genet,Tesfaye,F,Grade 1,C,Akaki Campus,2009-11-27
ST03854,Filmon,Nigatu,M,Grade 10,B,Akaki Campus,2013-01-05
ST03855,Biruk,Alemu,M,Grade 5,B,Akaki Campus,2010-09-30
ST03856,Dawit,Fekadu,M,Grade 12,B,Alem Bank Campus,2017-06-22
ST03857,Ruth,Worku,F,Grade 10,B,Alem Bank Campus,2008-02-27
ST03858,Daniel,Getachew,M,Grade 2,B,Akaki Campus,2011-08-02
ST03859,Rediet,Solomon,F,Grade 9,C,Nefas Silk Campus,2013-08-12
ST03860,Ruth,Solomon,F,Grade 11,A,Nefas Silk Campus,2008-05-15
ST03861,Mahlet,Tadesse,F,Grade 9,B,Akaki Campus,2016-04-27
ST03862,Yared,Mekonnen,M,Grade 10,B,Alem Bank Campus,2013-02-02
ST03863,Tewodros,Tesfaye,M,Grade 1,A,Akaki Campus,2009-10-02
ST03864,Filmon,Hailu,M,Grade 3,B,Nefas Silk Campus,2015-07-20
ST03865,Hiwot,Tesema,F,Grade 5,B,Alem Bank Campus,2015-04-27
ST03866,Genet,Worku,F,Grade 8,B,Alem Bank Campus,2016-05-08
ST03867,Tewodros,Mekonnen,M,Grade 5,A,Alem Bank Campus,2012-01-05
ST03868,Hiwot,Hailu,F,Grade 7,C,Akaki Campus,2015-01-07
ST03869,Rediet,Girma,F,Grade 11,A,Akaki Campus,2014-09-24
ST03870,Daniel,Mekonnen,M,Grade 8,A,Akaki Campus,2013-01-18
ST03871,Betelhem,Tsegaye,F,Grade 1,A,Alem Bank Campus,2008-07-13
ST03872,Fikirte,Kebede,F,Grade 11,C,Alem Bank Campus,2009-01-28
ST03873,Mekdes,Tesfaye,F,Grade 7,A,Nefas Silk Campus,2014-06-24
ST03874,Bereket,Tesema,M,Grade 10,A,Akaki Campus,2008-06-22
ST03875,Biniam,Kebede,M,Grade 4,C,Alem Bank Campus,2010-04-02
ST03876,Hiwot,Hailu,F,Grade 5,C,Alem Bank Campus,2009-08-28
ST03877,Meron,Girma,F,Grade 12,C,Nefas Silk Campus,2016-11-08
ST03878,Liya,Tesema,F,Grade 10,C,Alem Bank Campus,2010-04-15
ST03879,Yonatan,Worku,M,Grade 6,A,Alem Bank Campus,2014-04-29
ST03880,Eden,Tesfaye,F,Grade 5,A,Alem Bank Campus,2011-10-04
ST03881,Abel,Nigatu,M,Grade 2,C,Nefas Silk Campus,2011-12-14
ST03882,Genet,Tadesse,F,Grade 3,B,Alem Bank Campus,2012-06-07
ST03883,Mahlet,Solomon,F,Grade 5,C,Nefas Silk Campus,2012-12-25
ST03884,Nahom,Fikre,M,Grade 10,A,Akaki Campus,2009-05-06
ST03885,Meron,Yohannes,F,Grade 2,B,Akaki Campus,2011-06-06
ST03886,Elias,Tsegaye,M,Grade 6,C,Nefas Silk Campus,2016-10-21
ST03887,Almaz,Tsegaye,F,Grade 6,A,Nefas Silk Campus,2008-05-12
ST03888,Solomon,Tesema,M,Grade 5,B,Nefas Silk Campus,2011-04-01
ST03889,Nahom,Kassa,M,Grade 8,A,Alem Bank Campus,2013-11-05
ST03890,Filmon,Tadesse,M,Grade 6,A,Alem Bank Campus,2011-07-04
ST03891,Robel,Desta,M,Grade 12,B,Nefas Silk Campus,2012-05-23
ST03892,Saba,Alemu,F,Grade 6,B,Alem Bank Campus,2017-08-02
ST03893,Robel,Tadesse,M,Grade 1,C,Akaki Campus,2008-04-26
ST03894,Almaz,Desta,F,Grade 5,C,Nefas Silk Campus,2010-06-09
ST03895,Saba,Kassa,F,Grade 11,B,Akaki Campus,2016-08-03
ST03896,Yared,Girma,M,Grade 10,A,Nefas Silk Campus,2015-12-23
ST03897,Samuel,Bekele,M,Grade 2,C,Nefas Silk Campus,2009-07-24
ST03898,Hiwot,Hailu,F,Grade 11,B,Alem Bank Campus,2011-10-13
ST03899,Genet,Bekele,F,Grade 7,B,Akaki Campus,2014-04-15
ST03900,Selam,Hailu,F,Grade 6,B,Akaki Campus,2007-02-17
ST03901,Elias,Kassa,M,Grade 10,A,Nefas Silk Campus,2007-07-17
ST03902,Samrawit,Mekonnen,F,Grade 4,C,Alem Bank Campus,2014-06-05
ST03903,Meron,Tadesse,F,Grade 3,A,Nefas Silk Campus,2014-05-25
ST03904,Genet,Yohannes,F,Grade 5,C,Alem Bank Campus,2017-08-19
ST03905,Samuel,Nigatu,M,Grade 11,A,Nefas Silk Campus,2016-08-06
ST03906,Ruth,Solomon,F,Grade 10,A,Alem Bank Campus,2015-06-19
ST03907,Ruth,Hailu,F,Grade 8,A,Alem Bank Campus,2011-07-11
ST03908,Rediet,Fekadu,F,Grade 11,B,Alem Bank Campus,2011-10-28
ST03909,Nahom,Mekonnen,M,Grade 12,B,Nefas Silk Campus,2013-02-20
ST03910,Filmon,Alemu,M,Grade 8,A,Alem Bank Campus,2010-03-12
ST03911,Selam,Tesema,F,Grade 9,B,Alem Bank Campus,2008-01-02
ST03912,Samuel,Worku,M,Grade 6,B,Akaki Campus,2011-01-05
ST03913,Filmon,Fikre,M,Grade 2,A,Alem Bank Campus,2007-10-11
ST03914,Abel,Yohannes,M,Grade 4,C,Alem Bank Campus,2008-10-24
ST03915,Ruth,Fikre,F,Grade 10,A,Akaki Campus,2014-12-01
ST03916,Yared,Worku,M,Grade 10,A,Akaki Campus,2013-08-06
ST03917,Mekdes,Bekele,F,Grade 7,A,Nefas Silk Campus,2017-05-19
ST03918,Genet,Tesfaye,F,Grade 9,A,Nefas Silk Campus,2016-04-11
ST03919,Robel,Kebede,M,Grade 10,A,Akaki Campus,2013-12-22
ST03920,Natnael,Worku,M,Grade 4,C,Nefas Silk Campus,2016-07-17
ST03921,Solomon,Yohannes,M,Grade 9,C,Akaki Campus,2017-03-20
ST03922,Saba,Worku,F,Grade 3,B,Alem Bank Campus,2015-07-22
ST03923,Rahel,Getachew,F,Grade 2,C,Alem Bank Campus,2012-12-17
ST03924,Daniel,Tesema,M,Grade 11,A,Akaki Campus,2017-10-25
ST03925,Nahom,Fekadu,M,Grade 7,A,Nefas Silk Campus,2007-01-19
ST03926,Tigist,Girma,F,Grade 4,A,Akaki Campus,2012-06-19
ST03927,Fikirte,Fikre,F,Grade 5,B,Alem Bank Campus,2007-04-26
ST03928,Samrawit,Mekonnen,F,Grade 4,B,Alem Bank Campus,2017-06-26
ST03929,Elias,Tsegaye,M,Grade 5,A,Alem Bank Campus,2009-06-06
ST03930,Betelhem,Nigatu,F,Grade 2,A,Nefas Silk Campus,2012-02-07
ST03931,Genet,Tadesse,F,Grade 3,A,Alem Bank Campus,2017-01-09
ST03932,Biruk,Bekele,M,Grade 4,C,Akaki Campus,2015-12-17
ST03933,Biniam,Solomon,M,Grade 1,B,Alem Bank Campus,2009-09-07
ST03934,Almaz,Fikre,F,Grade 12,C,Alem Bank Campus,2015-12-16
ST03935,Kaleb,Tesfaye,M,Grade 5,A,Akaki Campus,2010-02-10
ST03936,Mahlet,Alemu,F,Grade 5,B,Akaki Campus,2012-02-19
ST03937,Filmon,Yohannes,M,Grade 2,A,Alem Bank Campus,2017-06-21
ST03938,Nahom,Hailu,M,Grade 2,A,Akaki Campus,2015-07-08
ST03939,Solomon,Kassa,M,Grade 5,B,Alem Bank Campus,2007-09-06
ST03940,Hiwot,Getachew,F,Grade 9,C,Akaki Campus,2017-02-21
ST03941,Biniam,Tesfaye,M,Grade 10,C,Akaki Campus,2007-06-16
ST03942,Bereket,Mekonnen,M,Grade 11,A,Alem Bank Campus,2008-11-05
ST03943,Abel,Yohannes,M,Grade 3,C,Nefas Silk Campus,2007-09-08
ST03944,Hana,Mekonnen,F,Grade 4,A,Alem Bank Campus,2014-10-01
ST03945,Saba,Nigatu,F,Grade 6,B,Alem Bank Campus,2016-02-20
ST03946,Natnael,Girma,M,Grade 11,C,Alem Bank Campus,2012-09-22
ST03947,Meron,Tesfaye,F,Grade 4,B,Akaki Campus,2016-05-22
ST03948,Yared,Fikre,M,Grade 4,A,Nefas Silk Campus,2013-09-11
ST03949,Fikirte,Kassa,F,Grade 5,B,Alem Bank Campus,2010-03-27
ST03950,Tewodros,Tesema,M,Grade 3,A,Akaki Campus,2013-01-15
ST03951,Daniel,Kebede,M,Grade 9,B,Alem Bank Campus,2016-10-07
ST03952,Tigist,Abebe,F,Grade 12,C,Nefas Silk Campus,2017-08-20
ST03953,Ruth,Tadesse,F,Grade 7,B,Alem Bank Campus,2010-12-27
ST03954,Tigist,Mekonnen,F,Grade 5,C,Nefas Silk Campus,2008-12-13
ST03955,Nahom,Abebe,M,Grade 4,C,Alem Bank Campus,2014-05-14
ST03956,Bethlehem,Solomon,F,Grade 9,A,Nefas Silk Campus,2016-10-14
ST03957,Betelhem,Kebede,F,Grade 9,A,Nefas Silk Campus,2010-05-02
ST03958,Nahom,Fikre,M,Grade 4,C,Nefas Silk Campus,2013-02-05
ST03959,Natnael,Mekonnen,M,Grade 6,C,Akaki Campus,2013-09-23
ST03960,Tigist,Yohannes,F,Grade 4,C,Nefas Silk Campus,2014-10-17
ST03961,Ruth,Girma,F,Grade 5,C,Alem Bank Campus,2015-08-20
ST03962,Yosef,Yohannes,M,Grade 6,C,Alem Bank Campus,2013-03-02
ST03963,Abel,Desta,M,Grade 7,C,Akaki Campus,2013-10-10
ST03964,Liya,Tadesse,F,Grade 10,B,Akaki Campus,2011-08-25
ST03965,Bethlehem,Hailu,F,Grade 12,C,Nefas Silk Campus,2017-05-18
ST03966,Bethlehem,Girma,F,Grade 9,A,Nefas Silk Campus,2010-11-06
ST03967,Saba,Fekadu,F,Grade 5,A,Nefas Silk Campus,2008-09-11
ST03968,Mekdes,Desta,F,Grade 6,B,Alem Bank Campus,2015-08-11
ST03969,Robel,Tadesse,M,Grade 5,A,Alem Bank Campus,2009-10-30
ST03970,Mekdes,Mekonnen,F,Grade 5,B,Alem Bank Campus,2014-11-07
ST03971,Mahlet,Tesfaye,F,Grade 1,B,Alem Bank Campus,2010-09-20
ST03972,Samrawit,Tesema,F,Grade 4,B,Nefas Silk Campus,2016-11-24
ST03973,Genet,Getachew,F,Grade 2,C,Alem Bank Campus,2008-03-31
ST03974,Selam,Tadesse,F,Grade 8,C,Nefas Silk Campus,2012-10-16
ST03975,Hiwot,Mekonnen,F,Grade 2,C,Akaki Campus,2015-02-25
ST03976,Rahel,Yohannes,F,Grade 11,C,Alem Bank Campus,2012-04-04
ST03977,Eden,Tadesse,F,Grade 11,C,Akaki Campus,2010-01-31
ST03978,Kidus,Abebe,M,Grade 12,B,Akaki Campus,2007-09-04
ST03979,Samuel,Nigatu,M,Grade 9,A,Akaki Campus,2007-12-27
ST03980,Dawit,Bekele,M,Grade 2,C,Nefas Silk Campus,2009-10-23
ST03981,Samuel,Fekadu,M,Grade 10,B,Akaki Campus,2014-05-18
ST03982,Ruth,Solomon,F,Grade 10,B,Alem Bank Campus,2011-08-26
ST03983,Elias,Fekadu,M,Grade 6,C,Nefas Silk Campus,2011-05-21
ST03984,Yared,Desta,M,Grade 8,B,Alem Bank Campus,2013-11-05
ST03985,Mahlet,Girma,F,Grade 12,B,Alem Bank Campus,2011-12-16
ST03986,Tigist,Mekonnen,F,Grade 12,B,Akaki Campus,2007-05-22
ST03987,Robel,Worku,M,Grade 11,C,Nefas Silk Campus,2016-11-08
ST03988,Genet,Girma,F,Grade 8,C,Nefas Silk Campus,2008-04-20
ST03989,Meron,Solomon,F,Grade 5,C,Nefas Silk Campus,2013-09-04
ST03990,Hiwot,Fikre,F,Grade 3,A,Nefas Silk Campus,2014-08-26
ST03991,Selam,Solomon,F,Grade 9,A,Akaki Campus,2017-10-22
ST03992,Solomon,Fekadu,M,Grade 5,B,Nefas Silk Campus,2011-11-04
ST03993,Meron,Yohannes,F,Grade 3,A,Nefas Silk Campus,2008-04-09
ST03994,Hiwot,Tadesse,F,Grade 11,C,Alem Bank Campus,2014-03-17
ST03995,Betelhem,Kebede,F,Grade 11,A,Nefas Silk Campus,2008-05-20
ST03996,Yonatan,Mekonnen,M,Grade 5,C,Nefas Silk Campus,2013-04-02
ST03997,Nahom,Tadesse,M,Grade 3,B,Akaki Campus,2007-04-27
ST03998,Yared,Fekadu,M,Grade 8,B,Nefas Silk Campus,2017-06-18
ST03999,Tigist,Alemu,F,Grade 8,C,Nefas Silk Campus,2009-09-21
ST04000,Selam,Yohannes,F,Grade 11,C,Alem Bank Campus,2013-11-11
ST04001,Robel,Tsegaye,M,Grade 8,A,Akaki Campus,2007-05-13
ST04002,Samrawit,Girma,F,Grade 5,A,Nefas Silk Campus,2010-01-25
ST04003,Eden,Nigatu,F,Grade 12,B,Nefas Silk Campus,2014-09-17
ST04004,Daniel,Tsegaye,M,Grade 11,B,Akaki Campus,2008-02-22
ST04005,Tewodros,Alemu,M,Grade 1,C,Akaki Campus,2016-08-27
ST04006,Betelhem,Yohannes,F,Grade 12,A,Akaki Campus,2009-09-05
ST04007,Hiwot,Tsegaye,F,Grade 1,B,Nefas Silk Campus,2008-07-04
ST04008,Henok,Fekadu,M,Grade 6,C,Alem Bank Campus,2007-06-30
ST04009,Abel,Worku,M,Grade 6,B,Akaki Campus,2007-05-31
ST04010,Tewodros,Girma,M,Grade 6,C,Nefas Silk Campus,2007-05-28
ST04011,Yared,Fekadu,M,Grade 8,A,Alem Bank Campus,2012-01-10
ST04012,Solomon,Fikre,M,Grade 6,C,Alem Bank Campus,2013-06-21
ST04013,Saba,Yohannes,F,Grade 1,C,Nefas Silk Campus,2017-07-26
ST04014,Eden,Alemu,F,Grade 10,A,Alem Bank Campus,2015-07-14
ST04015,Mahlet,Tsegaye,F,Grade 8,B,Nefas Silk Campus,2011-10-13
ST04016,Rediet,Mekonnen,F,Grade 2,A,Akaki Campus,2013-03-21
ST04017,Selam,Girma,F,Grade 3,A,Akaki Campus,2017-10-10
ST04018,Biniam,Tesfaye,M,Grade 3,B,Akaki Campus,2014-05-08
ST04019,Elias,Tesfaye,M,Grade 5,B,Akaki Campus,2010-09-27
ST04020,Biniam,Bekele,M,Grade 2,A,Alem Bank Campus,2010-04-15
ST04021,Filmon,Kebede,M,Grade 1,B,Alem Bank Campus,2017-04-20
ST04022,Robel,Worku,M,Grade 10,B,Alem Bank Campus,2017-08-16
ST04023,Tigist,Kebede,F,Grade 9,A,Akaki Campus,2013-07-17
ST04024,Selam,Fikre,F,Grade 6,C,Alem Bank Campus,2013-01-14
ST04025,Samuel,Fekadu,M,Grade 7,B,Alem Bank Campus,2016-07-17
ST04026,Almaz,Fekadu,F,Grade 12,C,Nefas Silk Campus,2007-01-19
ST04027,Samuel,Desta,M,Grade 10,B,Akaki Campus,2017-11-14
ST04028,Yosef,Tesema,M,Grade 2,A,Alem Bank Campus,2012-09-12
ST04029,Solomon,Yohannes,M,Grade 11,C,Nefas Silk Campus,2015-10-13
ST04030,Daniel,Desta,M,Grade 6,B,Nefas Silk Campus,2007-11-23
ST04031,Rediet,Mekonnen,F,Grade 6,B,Akaki Campus,2007-08-08
ST04032,Liya,Tadesse,F,Grade 12,C,Akaki Campus,2007-10-17
ST04033,Selam,Yohannes,F,Grade 5,B,Alem Bank Campus,2016-02-04
ST04034,Bethlehem,Tesfaye,F,Grade 1,A,Alem Bank Campus,2015-08-23
ST04035,Daniel,Tesfaye,M,Grade 11,C,Alem Bank Campus,2016-11-03
ST04036,Biruk,Kebede,M,Grade 3,B,Nefas Silk Campus,2014-04-27
ST04037,Rediet,Tsegaye,F,Grade 9,A,Akaki Campus,2016-11-25
ST04038,Selam,Fikre,F,Grade 12,C,Alem Bank Campus,2016-03-20
ST04039,Rahel,Desta,F,Grade 1,A,Alem Bank Campus,2010-04-14
ST04040,Liya,Solomon,F,Grade 8,B,Akaki Campus,2007-11-11
ST04041,Samrawit,Bekele,F,Grade 10,C,Alem Bank Campus,2008-11-15
ST04042,Liya,Desta,F,Grade 8,C,Alem Bank Campus,2014-04-01
ST04043,Robel,Alemu,M,Grade 7,B,Alem Bank Campus,2013-03-11
ST04044,Bethlehem,Kebede,F,Grade 9,A,Nefas Silk Campus,2016-01-03
ST04045,Ruth,Getachew,F,Grade 2,B,Akaki Campus,2013-11-09
ST04046,Nahom,Abebe,M,Grade 2,B,Alem Bank Campus,2013-07-20
ST04047,Fikirte,Desta,F,Grade 5,B,Nefas Silk Campus,2017-01-13
ST04048,Almaz,Tadesse,F,Grade 4,B,Alem Bank Campus,2016-10-23
ST04049,Meron,Tesfaye,F,Grade 3,B,Alem Bank Campus,2013-02-13
ST04050,Yosef,Tadesse,M,Grade 7,A,Alem Bank Campus,2017-02-20
ST04051,Kidus,Kassa,M,Grade 10,A,Alem Bank Campus,2017-03-17
ST04052,Bethlehem,Hailu,F,Grade 6,C,Nefas Silk Campus,2009-05-18
ST04053,Rediet,Tesema,F,Grade 7,C,Nefas Silk Campus,2014-07-05
ST04054,Samuel,Nigatu,M,Grade 5,B,Nefas Silk Campus,2012-12-08
ST04055,Kidus,Girma,M,Grade 4,C,Alem Bank Campus,2010-04-11
ST04056,Bethlehem,Tesfaye,F,Grade 11,B,Alem Bank Campus,2015-04-25
ST04057,Rediet,Tsegaye,F,Grade 10,C,Nefas Silk Campus,2015-04-07
ST04058,Daniel,Desta,M,Grade 10,C,Akaki Campus,2012-02-27
ST04059,Kaleb,Nigatu,M,Grade 9,A,Nefas Silk Campus,2013-01-22
ST04060,Dawit,Tsegaye,M,Grade 4,B,Nefas Silk Campus,2013-08-06
ST04061,Bethlehem,Bekele,F,Grade 10,A,Nefas Silk Campus,2009-10-30
ST04062,Mahlet,Tadesse,F,Grade 5,C,Nefas Silk Campus,2013-08-11
ST04063,Kidus,Yohannes,M,Grade 9,A,Alem Bank Campus,2011-02-23
